,FM_1,FM_2,FM_3,FM_4,FM_5,FM_6,FM_7,FM_8,FM_9,FM_10,FM_11,FM_12,FM_13,FM_14,FM_15,FM_16,FM_17,FM_18,FM_19,FM_20,FM_21,FM_22,FM_23,FM_24,FM_25,FM_26,FM_27,FM_28,FM_29,FM_30,FM_31,FM_32,FM_33,FM_34,FM_35,FM_36,FM_37,FM_38,FM_39,FM_40,FM_41,FM_42,FM_43,FM_44,FM_45,FM_46,FM_47,FM_48,FM_49,FM_50,FM_51,FM_52,FM_53,FM_54,FM_55,FM_56,FM_57,FM_58,FM_59,FM_60,FM_61,FM_62,FM_63,FM_64,FM_65,FM_66,FM_67,FM_68,FM_69,FM_70,FM_71,FM_72,FM_73,FM_74,FM_75,FM_76,FM_77,FM_78,FM_79,FM_80,FM_81,FM_82,FM_83,FM_84,FM_85,FM_86,FM_87,FM_88,FM_89,FM_90,FM_91,FM_92,FM_93,FM_94,FM_95,FM_96,FM_97,FM_98,FM_99,FM_100
canberraDist,0.0,0.0,0.17508417508417523,0.04377104377104376,0.0,0.0,0.0,0.056644880174291964,0.13756613756613756,0.06913580246913573,0.9286694101508813,0.07703703703703706,0.08754208754208752,0.08754208754208752,0.0,0.09629629629629638,0.09661835748792273,0.0,0.0,0.09876543209876532,0.0,0.0,0.07133058984910831,0.0,0.0,0.27513227513227534,0.27513227513227534,0.0,0.08373590982286626,0.10699588477366262,0.10699588477366262,0.10699588477366262,0.10699588477366262,0.0,0.0,0.0,0.0,0.03566529492455416,0.07276688453159039,0.13756613756613756,0.25679012345678975,0.12037037037037024,0.07407407407407407,0.12037037037037024,0.1021901709401711,0.0,0.04814814814814816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09848484848484843,0.0,0.06878306878306878,0.0,0.06525573192239859,0.03356481481481479,0.06018518518518515,0.27513227513227534,0.07407407407407407,0.06419753086419755,0.0,0.24074074074074112,0.07407407407407407,0.036511328177994816,0.0,0.1321321321321324,0.09941520467836257,0.08024691358024691,0.09629629629629632,0.04186795491143317,0.07407407407407407,0.03632034632034636,0.06768837803320572,0.06546080964685617,0.08024691358024699,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.06481481481481488,0.08754208754208752,0.0976430976430975,0.0,0.08754208754208752,0.0,0.06419753086419755,0.0,0.0976430976430975,0.0,0.09846688794057222,0.12037037037037024,0.13756613756613756,0.1699346405228759,0.03193257359924027
chebyshevDist,0.0,0.0,0.0,0.04363636363636363,0.0,0.0,0.0,0.05647058823529409,0.20571428571428604,0.07466666666666669,0.07703703703703706,0.92320000000001,0.08727272727272727,0.08727272727272727,0.12000000000000006,0.09600000000000007,0.06956521739130427,0.0,0.0,0.07111111111111107,0.0,0.0,0.06814814814814814,0.1010526315789473,0.0,0.13714285714285732,0.13714285714285732,0.0,0.04173913043478262,0.21333333333333282,0.21333333333333282,0.21333333333333282,0.21333333333333282,0.06000000000000002,0.05333333333333334,0.05333333333333334,0.06000000000000002,0.0,0.07858823529411757,0.09142857142857147,0.12799999999999995,0.1800000000000001,0.07384615384615383,0.12000000000000006,0.07357692307692312,0.06857142857142859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07090909090909092,0.0,0.06857142857142859,0.0,0.035238095238095235,0.03625000000000001,0.0,0.13714285714285732,0.07384615384615383,0.06399999999999999,0.0,0.12000000000000006,0.07384615384615383,0.03943223443223442,0.0,0.07135135135135144,0.071578947368421,0.07999999999999997,0.09600000000000006,0.04173913043478262,0.0,0.03922597402597401,0.036551724137931035,0.03534883720930232,0.03999999999999999,0.06857142857142866,0.07384615384615383,0.0,0.0,0.0,0.0,0.035000000000000024,0.08727272727272727,0.03515151515151517,0.0,0.08727272727272727,0.0,0.06399999999999999,0.1010526315789473,0.0703030303030303,0.0,0.070896159317212,0.12000000000000006,0.09142857142857147,0.11294117647058814,0.03448717948717948
checkNonNegative,0.09090909090909093,0.0,0.008264462809917356,0.08264462809917356,0.09090909090909093,0.0,0.0,0.09024064171122993,0.08441558441558443,0.08484848484848487,0.08754208754208752,0.08727272727272727,0.834710743801651,0.7520661157024777,0.0,0.17894736842105258,0.07905138339920953,0.0,0.08264462809917356,0.08080808080808084,0.0,0.08264462809917356,0.07744107744107742,0.0,0.0,0.07792207792207793,0.07792207792207793,0.0,0.07905138339920949,0.08585858585858586,0.08585858585858586,0.08585858585858586,0.08585858585858586,0.0,0.0,0.0,0.0,0.0,0.08930481283422458,0.07792207792207793,0.07878787878787877,0.08522727272727272,0.08391608391608392,0.07954545454545454,0.0836101398601398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08057851239669417,0.0,0.09090909090909093,0.0,0.0800865800865801,0.0823863636363636,0.0,0.07792207792207793,0.08391608391608392,0.07878787878787877,0.0,0.07954545454545454,0.08391608391608392,0.08961871461871464,0.0,0.171990171990172,0.08133971291866027,0.08333333333333331,0.09090909090909093,0.09090909090909093,0.0,0.08914994096812269,0.08307210031347959,0.08033826638477802,0.07575757575757572,0.07792207792207793,0.0,0.08264462809917356,0.0,0.0,0.0,0.07954545454545456,0.25619834710743805,0.07988980716253444,0.08264462809917356,0.09090909090909091,0.0,0.07878787878787877,0.0,0.07988980716253444,0.0,0.08056381740592271,0.07386363636363637,0.07792207792207793,0.07486631016042779,0.07837995337995339
checkPositive,0.09090909090909093,0.0,0.008264462809917356,0.08264462809917356,0.09090909090909093,0.0,0.0,0.09024064171122993,0.08441558441558443,0.08484848484848487,0.08754208754208752,0.08727272727272727,0.7520661157024777,0.834710743801651,0.0,0.17894736842105258,0.07905138339920953,0.0,0.08264462809917356,0.08080808080808084,0.0,0.08264462809917356,0.07744107744107742,0.0,0.0,0.07792207792207793,0.07792207792207793,0.0,0.07905138339920949,0.08585858585858586,0.08585858585858586,0.08585858585858586,0.08585858585858586,0.0,0.0,0.0,0.0,0.0,0.08930481283422458,0.07792207792207793,0.07878787878787877,0.08522727272727272,0.08391608391608392,0.07954545454545454,0.0836101398601398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08057851239669417,0.0,0.09090909090909093,0.0,0.0800865800865801,0.0823863636363636,0.0,0.07792207792207793,0.08391608391608392,0.07878787878787877,0.0,0.07954545454545454,0.08391608391608392,0.08961871461871464,0.0,0.171990171990172,0.08133971291866027,0.08333333333333331,0.09090909090909093,0.09090909090909093,0.0,0.08914994096812269,0.08307210031347959,0.08033826638477802,0.07575757575757572,0.07792207792207793,0.0,0.08264462809917356,0.0,0.0,0.0,0.07954545454545456,0.25619834710743805,0.07988980716253444,0.08264462809917356,0.09090909090909091,0.0,0.07878787878787877,0.0,0.07988980716253444,0.0,0.08056381740592271,0.07386363636363637,0.07792207792207793,0.07486631016042779,0.07837995337995339
check_equal,0.09791666666666668,0.07532051282051283,0.0890151515151515,0.0,0.06994047619047616,0.06830495356037153,0.05892857142857145,0.0,0.06994047619047616,0.0,0.0,0.12000000000000006,0.0,0.0,0.9632118055555563,0.0,0.0,0.06101190476190478,0.0890151515151515,0.0,0.0815972222222222,0.0890151515151515,0.0,0.23684210526315813,0.0890151515151515,0.0,0.0,0.15064102564102566,0.0,0.1180555555555556,0.1180555555555556,0.1180555555555556,0.1180555555555556,0.18776041666666676,0.17708333333333318,0.17708333333333318,0.18776041666666676,0.0,0.0,0.0,0.0,0.06119791666666666,0.0,0.0,0.0,0.2098214285714287,0.11250000000000006,0.06527777777777778,0.0890151515151515,0.05937500000000002,0.05965909090909088,0.0890151515151515,0.06527777777777778,0.0890151515151515,0.0,0.15064102564102566,0.0,0.05592105263157893,0.007936507936507936,0.0,0.12239583333333331,0.0,0.0,0.0,0.11111111111111115,0.0,0.0,0.0,0.0,0.0,0.007017543859649122,0.0,0.0,0.0,0.07532051282051283,0.0,0.0,0.0,0.0,0.0,0.07532051282051283,0.0568181818181818,0.0890151515151515,0.0890151515151515,0.05742521367521365,0.008333333333333333,0.0,0.0,0.0890151515151515,0.0,0.0,0.0,0.23684210526315813,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0
check_eq_tolerance,0.0,0.0,0.0,0.09090909090909093,0.0,0.0,0.0,0.11940789473684209,0.1406015037593985,0.09333333333333323,0.09629629629629638,0.09600000000000007,0.17894736842105258,0.17894736842105258,0.0,0.9714404432132937,0.08695652173913032,0.0,0.0,0.08888888888888882,0.0,0.0,0.08518518518518525,0.0,0.0,0.1406015037593985,0.1406015037593985,0.0,0.04347826086956523,0.10935672514619883,0.10935672514619883,0.10935672514619883,0.10935672514619883,0.0,0.0,0.0,0.0,0.0,0.09823529411764709,0.09323308270676695,0.13122807017543853,0.18453947368421053,0.07570850202429147,0.12302631578947364,0.13795673076923076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0886363636363635,0.0,0.07030075187969925,0.0,0.044047619047619065,0.04531250000000002,0.0,0.1406015037593985,0.07570850202429147,0.06561403508771928,0.0,0.12302631578947364,0.07570850202429147,0.04929029304029308,0.0,0.0891891891891892,0.08947368421052647,0.08201754385964911,0.09842105263157898,0.05000000000000002,0.0,0.0490324675324676,0.04568965517241385,0.04418604651162787,0.041666666666666664,0.08571428571428565,0.0,0.0,0.0,0.0,0.0,0.04375000000000003,0.08947368421052629,0.04393939393939396,0.0,0.08947368421052629,0.0,0.13122807017543853,0.0,0.08787878787878786,0.0,0.08862019914651492,0.12302631578947364,0.09323308270676695,0.11578947368421048,0.043108974358974386
chiSquare,0.0,0.0,0.0,0.039525691699604765,0.0,0.0,0.0,0.05115089514066499,0.19565217391304376,0.05797101449275365,0.09661835748792273,0.06956521739130427,0.07905138339920953,0.07905138339920953,0.0,0.08695652173913032,0.7731568998109386,0.0,0.0,0.09661835748792297,0.0,0.0,0.06441223832528169,0.0,0.0,0.19565217391304376,0.19565217391304376,0.0,0.11342155009451775,0.0966183574879228,0.0966183574879228,0.0966183574879228,0.0966183574879228,0.05434782608695649,0.04830917874396131,0.04830917874396131,0.05434782608695649,0.0,0.04968944099378873,0.20703933747411987,0.182608695652174,0.10869565217391321,0.06688963210702338,0.10869565217391321,0.039987458193980016,0.0714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4832015810276654,0.0,0.06211180124223607,0.0,0.06521739130434799,0.054347826086956603,0.0,0.19565217391304376,0.06688963210702338,0.1159420289855073,0.0,0.16304347826086996,0.06688963210702338,0.02173913043478262,0.0,0.07050528789659223,0.09725400457665878,0.07246376811594202,0.08695652173913047,0.03780718336483931,0.0,0.02131846414455115,0.05959520239880078,0.06066734074823065,0.07246376811594198,0.12422360248447224,0.06688963210702338,0.0,0.0,0.0,0.0,0.06847826086956502,0.07905138339920953,0.026350461133069807,0.0,0.07905138339920953,0.0,0.1159420289855073,0.0,0.10540184453227958,0.0,0.0915331807780319,0.10869565217391321,0.20703933747411987,0.2557544757033241,0.02173913043478262
clip,0.09761904761904765,0.1501831501831501,0.08874458874458875,0.0432900432900433,0.06972789115646259,0.15413533834586465,0.04648526077097504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06101190476190478,0.0,0.0,0.9554478458049835,0.08874458874458875,0.0,0.1626984126984128,0.08874458874458875,0.0,0.051378446115288225,0.17748917748917756,0.0,0.0,0.07509157509157509,0.0,0.0,0.0,0.0,0.0,0.06101190476190478,0.05423280423280421,0.05423280423280421,0.06101190476190478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06972789115646259,0.04880952380952382,0.06507936507936508,0.08874458874458875,0.04880952380952382,0.04545454545454545,0.08874458874458875,0.06507936507936508,0.17748917748917756,0.0,0.07509157509157509,0.0,0.051378446115288225,0.0,0.0,0.06101190476190478,0.0,0.0,0.0,0.05423280423280421,0.0,0.0,0.09388627245770093,0.0,0.0,0.0,0.08134920634920634,0.0,0.0,0.07509157509157509,0.0,0.0,0.0,0.0,0.0,0.0,0.0432900432900433,0.17748917748917756,0.17748917748917756,0.04375254375254376,0.0,0.0,0.0,0.08874458874458875,0.0,0.0,0.06507936507936508,0.051378446115288225,0.0,0.0,0.0,0.0,0.0,0.0,0.08211233211233208
cnt_zeroes,0.40909090909090917,0.08391608391608392,0.1487603305785124,0.0,0.07792207792207793,0.09935265972417671,0.08571428571428573,0.0,0.0,0.0,0.0,0.0,0.0743801652892562,0.0743801652892562,0.0890151515151515,0.0,0.0,0.08874458874458875,0.7024793388429738,0.0,0.16666666666666657,0.6280991735537178,0.0,0.08612440191387558,0.1652892561983471,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.08522727272727272,0.08585858585858586,0.08585858585858586,0.08522727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08441558441558443,0.08181818181818183,0.07878787878787877,0.5371900826446272,0.08636363636363638,0.08677685950413216,0.5371900826446272,0.3151515151515152,0.0743801652892562,0.0,0.07692307692307693,0.0,0.08133971291866027,0.0,0.0,0.07954545454545454,0.0,0.0,0.0,0.0808080808080808,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333331,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.165289256198347,0.46280991735537125,0.46280991735537125,0.08352758352758356,0.0,0.0743801652892562,0.0,0.2231404958677686,0.0,0.0,0.0,0.08612440191387558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cosineDist,0.0,0.0,0.0,0.04040404040404042,0.0,0.0,0.0,0.05228758169934643,0.12698412698412676,0.05925925925925932,0.09876543209876532,0.07111111111111107,0.08080808080808084,0.08080808080808084,0.0,0.08888888888888882,0.09661835748792297,0.0,0.0,0.8024691358024507,0.0,0.0,0.06584362139917699,0.0,0.0,0.19047619047619002,0.19047619047619002,0.0,0.15458937198067668,0.0987654320987656,0.0987654320987656,0.0987654320987656,0.0987654320987656,0.0,0.0,0.0,0.0,0.0,0.050793650793650745,0.16931216931216975,0.17777777777777798,0.11111111111111095,0.06837606837606838,0.11111111111111095,0.05109508547008536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09848484848484859,0.0,0.06349206349206349,0.0,0.02447089947089947,0.055555555555555476,0.0,0.19047619047619002,0.06837606837606838,0.11851851851851863,0.0,0.16666666666666632,0.06837606837606838,0.027383496133496145,0.0,0.07432432432432416,0.09941520467836257,0.07407407407407401,0.08888888888888889,0.03864734299516905,0.0,0.027240259740259745,0.10153256704980859,0.09819121447028448,0.07407407407407406,0.3214285714285704,0.0,0.0,0.0,0.0,0.0,0.02430555555555556,0.08080808080808084,0.026936026936026928,0.0,0.08080808080808084,0.0,0.12592592592592605,0.0,0.4074074074074111,0.05925925925925932,0.12308360992571481,0.11111111111111095,0.16931216931216975,0.20915032679738513,0.023949430199430185
count_k,0.16666666666666666,0.1538461538461539,0.07575757575757575,0.07575757575757572,0.07142857142857142,0.18214654282765746,0.07857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0815972222222222,0.0,0.0,0.1626984126984128,0.16666666666666657,0.0,0.7222222222222207,0.16666666666666657,0.0,0.07894736842105263,0.24242424242424226,0.0,0.0,0.07051282051282051,0.0,0.0,0.0,0.0,0.0,0.07812499999999999,0.07870370370370369,0.07870370370370369,0.07812499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07738095238095238,0.075,0.07222222222222222,0.16666666666666657,0.07916666666666666,0.07954545454545449,0.16666666666666657,0.1444444444444444,0.15151515151515144,0.0,0.14102564102564108,0.0,0.07456140350877193,0.0,0.0,0.07291666666666666,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.08215048840048843,0.0,0.0,0.0,0.13888888888888892,0.0,0.0,0.07051282051282051,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.07575757575757572,0.24242424242424226,0.24242424242424226,0.07656695156695159,0.0,0.0,0.0,0.09090909090909088,0.0,0.0,0.07222222222222222,0.07894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.07184829059829062
count_non_zeroes,0.40909090909090917,0.08391608391608392,0.1487603305785124,0.0,0.07792207792207793,0.09935265972417671,0.08571428571428573,0.0,0.0,0.0,0.0,0.0,0.0743801652892562,0.0743801652892562,0.0890151515151515,0.0,0.0,0.08874458874458875,0.6280991735537178,0.0,0.16666666666666657,0.7024793388429738,0.0,0.08612440191387558,0.1652892561983471,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.08522727272727272,0.08585858585858586,0.08585858585858586,0.08522727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08441558441558443,0.08181818181818183,0.07878787878787877,0.5371900826446272,0.08636363636363638,0.08677685950413216,0.5371900826446272,0.3151515151515152,0.0743801652892562,0.0,0.07692307692307693,0.0,0.08133971291866027,0.0,0.0,0.07954545454545454,0.0,0.0,0.0,0.0808080808080808,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333331,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.165289256198347,0.46280991735537125,0.46280991735537125,0.08352758352758356,0.0,0.0743801652892562,0.0,0.2231404958677686,0.0,0.0,0.0,0.08612440191387558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
covariance,0.0,0.0,0.0,0.11616161616161634,0.0,0.0,0.0,0.05010893246187366,0.12169312169312169,0.06913580246913573,0.0631001371742112,0.06814814814814814,0.07744107744107742,0.07744107744107742,0.0,0.08518518518518525,0.06441223832528169,0.0,0.0,0.06584362139917699,0.0,0.0,0.7475994513031504,0.0,0.0,0.12169312169312169,0.12169312169312169,0.0,0.037037037037037035,0.09465020576131691,0.09465020576131691,0.09465020576131691,0.09465020576131691,0.0,0.0,0.0,0.0,0.0,0.07276688453159039,0.08112874779541446,0.11358024691358015,0.15972222222222224,0.13105413105413097,0.10648148148148137,0.06812678062678072,0.0,0.0,0.0,0.0,0.0,0.03535353535353536,0.0,0.0,0.0,0.06565656565656575,0.0,0.06084656084656084,0.0,0.03262786596119929,0.06712962962962958,0.0,0.12169312169312169,0.06552706552706554,0.11358024691358015,0.0,0.10648148148148137,0.06552706552706554,0.036511328177994816,0.0,0.066066066066066,0.06627680311890838,0.07098765432098765,0.0851851851851852,0.07407407407407403,0.0,0.03632034632034636,0.033844189016602806,0.032730404823428094,0.035493827160493825,0.06349206349206349,0.0,0.0,0.0,0.0,0.005698005698005698,0.032407407407407426,0.07744107744107742,0.03254769921436586,0.0,0.07744107744107742,0.0,0.05679012345679014,0.0,0.06509539842873177,0.0,0.06564459196038139,0.15972222222222224,0.08112874779541446,0.10021786492374733,0.03193257359924027
dec,0.09473684210526319,0.07287449392712547,0.08612440191387558,0.0,0.06766917293233082,0.049861495844875356,0.04962406015037595,0.0,0.06766917293233082,0.0,0.0,0.1010526315789473,0.0,0.0,0.23684210526315813,0.0,0.0,0.051378446115288225,0.08612440191387558,0.0,0.07894736842105263,0.08612440191387558,0.0,0.9002770083102433,0.08612440191387558,0.0,0.0,0.145748987854251,0.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.17763157894736847,0.21052631578947367,0.21052631578947367,0.17763157894736847,0.0,0.10340557275541801,0.0,0.0,0.05921052631578945,0.0,0.0,0.0,0.20300751879699247,0.0947368421052631,0.06315789473684208,0.08612440191387558,0.05000000000000002,0.05023923444976074,0.08612440191387558,0.06315789473684208,0.08612440191387558,0.0,0.145748987854251,0.0,0.1024930747922438,0.0,0.0,0.11842105263157886,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07287449392712547,0.0,0.0,0.0,0.0,0.0,0.07287449392712547,0.047846889952153096,0.08612440191387558,0.08612440191387558,0.04835807467386412,0.0,0.0,0.0,0.08612440191387558,0.0,0.0,0.0,0.8504155124653684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dec_array,0.18181818181818185,0.16783216783216792,0.08264462809917356,0.08264462809917356,0.07792207792207793,0.19870531944835337,0.08571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0890151515151515,0.0,0.0,0.17748917748917756,0.17355371900826447,0.0,0.24242424242424226,0.17355371900826447,0.0,0.08612440191387558,0.834710743801651,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.08522727272727272,0.08585858585858586,0.08585858585858586,0.08522727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08441558441558443,0.08181818181818183,0.07878787878787877,0.17355371900826447,0.08636363636363638,0.08677685950413216,0.17355371900826447,0.1575757575757576,0.1652892561983471,0.0,0.07692307692307693,0.0,0.08133971291866027,0.0,0.0,0.07954545454545454,0.0,0.0,0.0,0.0808080808080808,0.0,0.0,0.08961871461871464,0.0,0.0,0.0,0.16666666666666657,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.08264462809917356,0.25619834710743805,0.25619834710743805,0.08352758352758356,0.0,0.08264462809917356,0.0,0.08264462809917356,0.0,0.0,0.07878787878787877,0.08612440191387558,0.0,0.0,0.0,0.0,0.0,0.0,0.07837995337995339
dist,0.0,0.0,0.07792207792207793,0.06493506493506494,0.0,0.0,0.0,0.0709033613445378,0.13265306122448986,0.13333333333333341,0.27513227513227534,0.13714285714285732,0.07792207792207793,0.07792207792207793,0.0,0.1406015037593985,0.19565217391304376,0.0,0.0,0.19047619047619002,0.0,0.0,0.12169312169312169,0.0,0.0,0.7551020408163245,0.7448979591836715,0.0,0.12422360248447215,0.13492063492063489,0.13492063492063489,0.13492063492063489,0.13492063492063489,0.0,0.0,0.0,0.0,0.06084656084656084,0.1403361344537814,0.24489795918367363,0.3904761904761902,0.1339285714285714,0.06593406593406594,0.12499999999999996,0.19708104395604356,0.01020408163265306,0.0642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19805194805194748,0.0,0.06122448979591836,0.0,0.06292517006802723,0.06473214285714284,0.06249999999999998,0.5714285714285712,0.06593406593406594,0.12380952380952376,0.0,0.4999999999999994,0.06593406593406594,0.07041470434327571,0.0,0.2548262548262545,0.19172932330827067,0.07142857142857142,0.08571428571428573,0.07142857142857142,0.06593406593406594,0.07004638218923942,0.13054187192118213,0.1262458471760796,0.11904761904761914,0.18367346938775525,0.0,0.0,0.0,0.0,0.0,0.06250000000000001,0.07792207792207793,0.12554112554112548,0.0,0.07792207792207793,0.0,0.061904761904761886,0.0,0.18831168831168854,0.0,0.189900426742532,0.11607142857142853,0.19387755102040827,0.18907563025210103,0.061584249084249094
distInf,0.0,0.0,0.07792207792207793,0.06493506493506494,0.0,0.0,0.0,0.0709033613445378,0.13265306122448986,0.13333333333333341,0.27513227513227534,0.13714285714285732,0.07792207792207793,0.07792207792207793,0.0,0.1406015037593985,0.19565217391304376,0.0,0.0,0.19047619047619002,0.0,0.0,0.12169312169312169,0.0,0.0,0.7448979591836715,0.7551020408163245,0.0,0.12422360248447215,0.13492063492063489,0.13492063492063489,0.13492063492063489,0.13492063492063489,0.0,0.0,0.0,0.0,0.06084656084656084,0.1403361344537814,0.24489795918367363,0.3809523809523807,0.1339285714285714,0.06593406593406594,0.12499999999999996,0.19708104395604356,0.01020408163265306,0.0642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19805194805194748,0.0,0.06122448979591836,0.0,0.06292517006802723,0.06473214285714284,0.06249999999999998,0.5612244897959182,0.06593406593406594,0.12380952380952376,0.0,0.4999999999999994,0.06593406593406594,0.07041470434327571,0.0,0.2548262548262545,0.19172932330827067,0.07142857142857142,0.08571428571428573,0.07142857142857142,0.06593406593406594,0.07004638218923942,0.13054187192118213,0.1262458471760796,0.11904761904761914,0.18367346938775525,0.0,0.0,0.0,0.0,0.0,0.06250000000000001,0.07792207792207793,0.12554112554112548,0.0,0.07792207792207793,0.0,0.061904761904761886,0.0,0.18831168831168854,0.0,0.189900426742532,0.11607142857142853,0.1836734693877552,0.17647058823529427,0.061584249084249094
dot_product,0.08461538461538462,0.14201183431952666,0.07692307692307693,0.0,0.13186813186813182,0.08406763515122646,0.07252747252747253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15064102564102566,0.0,0.0,0.07509157509157509,0.07692307692307693,0.0,0.07051282051282051,0.07692307692307693,0.0,0.145748987854251,0.07692307692307693,0.0,0.0,0.7396449704142014,0.0,0.0,0.0,0.0,0.0,0.14423076923076922,0.14529914529914534,0.14529914529914534,0.14423076923076922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714282,0.1384615384615384,0.1333333333333333,0.07692307692307693,0.07307692307692308,0.07342657342657347,0.07692307692307693,0.06666666666666668,0.07692307692307693,0.0,0.4674556213017743,0.06593406593406594,0.06882591093117406,0.0,0.0,0.20192307692307704,0.0,0.0,0.0,0.41025641025641,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.06508875739644972,0.0,0.006631299734748011,0.008944543828264758,0.06410256410256412,0.0,0.0,0.06993006993006995,0.07692307692307693,0.07692307692307693,0.07067718606180147,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.145748987854251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
durbinWatson,0.0,0.0,0.0,0.039525691699604744,0.0,0.0,0.0,0.05115089514066497,0.06211180124223601,0.040579710144927554,0.08373590982286626,0.04173913043478262,0.07905138339920949,0.07905138339920949,0.0,0.04347826086956523,0.11342155009451775,0.0,0.0,0.15458937198067668,0.0,0.0,0.037037037037037035,0.0,0.0,0.12422360248447215,0.12422360248447215,0.0,0.7731568998109685,0.04830917874396133,0.04830917874396133,0.04830917874396133,0.04830917874396133,0.0,0.0,0.0,0.0,0.0,0.042710997442455254,0.12422360248447202,0.1159420289855073,0.0543478260869565,0.0668896321070234,0.0543478260869565,0.039987458193979954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11561264822134362,0.0,0.06211180124223601,0.0,0.03830227743271221,0.07880434782608699,0.0,0.12422360248447215,0.13377926421404676,0.1159420289855073,0.0,0.10869565217391298,0.13377926421404676,0.04286112438286348,0.0,0.07755581668625149,0.11670480549199058,0.07246376811594205,0.17391304347826095,0.03780718336483932,0.0,0.0426369282891023,0.15892053973013495,0.153690596562184,0.10869565217391292,0.14906832298136666,0.0,0.0,0.0,0.0,0.0,0.03804347826086958,0.07905138339920949,0.03820816864295124,0.0,0.07905138339920949,0.0,0.1159420289855073,0.0,0.15283267457180505,0.0,0.15412208547219997,0.0543478260869565,0.12422360248447202,0.15345268542199483,0.0374860646599777
